[STRING]
String = 60000,test
String = 60698,於我方陣地前建造兩座箭樓，待敵軍靠近以飛箭射殺。
String = 60699,於我方陣地前建造四座箭樓，待敵軍靠近以飛箭射殺。
String = 60700,於我方陣地前建造六座箭樓，待敵軍靠近以飛箭射殺。
String = 60701,破壞敵方預先建造的箭樓。
String = 60702,派遣兩台銅人擔任前鋒，一開戰即朝敵方陣地突進。
String = 60703,派遣四台鐵獸擔任前鋒，一開戰即朝敵方陣地突進。
String = 60704,派遣六台鐵獸擔任前鋒，一開戰即朝敵方陣地突進。
String = 60705,破壞敵方預先派遣的銅人。
String = 60706,完全破壞敵方預先佈置的鐵獸、箭樓、銅人。
String = 60750,此乃上上之計，主公真睿智明君也。
String = 60751,主公此計甚妙，屬下自嘆不如。
String = 60752,主公真神機妙算，此計十拿九穩。
String = 60753,此計萬無一失，主公妙計，屬下佩服。
String = 60754,主公此計絕妙無雙，必收事半功倍之效。
String = 60755,此不失為可行之計，主公英明。
String = 60756,此計可行，宜速辦。
String = 60757,主公此策不急不緩，乃中計也。
String = 60758,此計可收一定成效，屬下樂於從命。
String = 60759,主公此策緩急適中，屬下以為可行。
String = 60760,此去恐怕弄巧成拙，望主公三思。
String = 60761,此計成功機會渺茫，還望主公多加思量。
String = 60762,此乃下下之策，屬下認為絕不可行。
String = 60763,此計萬萬不可，請主公另行策略。
String = 60764,綜觀情勢，此計實不可行。
String = 60765,此事變數甚多，結果並非屬下所能預料。
String = 60766,此事成敗難料，只能盡人事、聽天命。
String = 60767,此計成敗但看天意如何。
String = 60768,謀事在人、成事在天，此事只能靜觀其變。
String = 60769,此局情勢詭譎，並非吾等凡夫俗子所能測度。
String = 60770,兩軍交戰，不宜來往。
String = 60771,兩軍交戰，不宜來往。
String = 60772,兩軍交戰，不宜來往。
String = 60773,兩軍交戰，不宜來往。
String = 60774,兩軍交戰，不宜來往。
String = 60775,所謂良禽擇木而棲，#b03#何不考慮投效我軍？
String = 60776,吾主#a04#大人乃愛將之人，#b03#若來投，必受重用。
String = 60777,吾主#a04#大人乃天命所歸，#b03#何不考慮改投明君？
String = 60778,#b03#委身#b04#此等庸人，實乃大材小用，何不考慮投效我軍？
String = 60779,#b04#之輩豈是成大事之人，若投我軍，方為建功立業之道，望君三思。
String = 60780,所謂良禽擇木而棲，#b03#何不考慮投效我軍？
String = 60781,吾主#a04#大人乃愛將之人，#b03#若來投，必受重用。
String = 60782,吾主#a04#大人乃天命所歸，#b03#何不考慮改投明君？
String = 60783,#b03#委身#b04#此等庸人，實乃大材小用，何不考慮投效我軍？
String = 60784,#b04#之輩豈是成大事之人，若投我軍，方為建功立業之道，望君三思。
String = 60785,平心而論，#a04#大人之理念實在與我不合。
String = 60786,仔細思量，想我#a02#盡忠職守，無奈總是受到主公忽視。
String = 60787,#a04#大人究竟是否值得我繼續追隨呢？
String = 60788,我是否該認真考慮另投明主呢？
String = 60789,當初選擇追隨#a04#大人，如今已漸漸感到後悔了。
String = 60790,#a04#大人待我猶如兄弟手足，莫要離間君臣之情。
String = 60791,#a04#大人對我恩重如山，外人休得妄語。
String = 60792,#a04#大人待我不薄，#a03#對自己的眼光有信心。
String = 60793,#a04#大人知人善用，我並無二心。
String = 60794,#a03#受#a04#大人賞識大恩，斷無反叛之心。
String = 60795,言之有理，吾正該棄暗投明，煩請#b03#代為引薦。
String = 60796,吾久慕#b04#大人賢名，既來相邀，如何不從？
String = 60797,#a03#欲投#b04#大人久矣，今日正是大好良機。
String = 60798,#b04#大人乃當世明主，能投其麾下，#a03#求之不得。
String = 60799,#a03#早有投奔之意，既來相邀，如何不從？
String = 60800,#b04#拒絕接受贈禮。
String = 60801,此乃吾主一番心意，請#b04#大人笑納。
String = 60802,吾主特遣在下致贈薄禮一份，望#b04#大人不棄。
String = 60803,在下奉吾主之命，贈禮與#b04#大人，敬請笑納。
String = 60804,此禮代表吾主心意，還望#b04#大人笑納。
String = 60805,吾奉#a04#大人之命前來贈禮，請笑納。
String = 60806,大義當前，在下只得公事公辦，請#b05#大人把禮物收回吧！
String = 60807,兩軍相爭實在不宜收受禮物，#b05#大人的好意在下心領。
String = 60808,所謂無功不受祿，這些禮金在下萬萬不能收。
String = 60809,送禮於事無補，還是免了吧！
String = 60810,吾豈是貪財之人，#b05#大人請收回贈禮！
String = 60811,#b04#接受我方贈禮。
String = 60812,我軍與#b04#軍外交度上升%d\n
String = 60813,我軍與#b04#軍外交度不變\n
String = 60814,我軍與#b04#軍外交度下降%d\n
String = 60815,我軍與#b04#軍外交關係由%s變更為%s\n
String = 60816,死仇
String = 60817,惡劣
String = 60818,一般
String = 60819,友好
String = 60820,同盟
String = 60821,關係六(新增)
String = 60822,關係七(新增)
String = 60823,關係八(新增)
String = 60824,關係九(新增)
String = 60825,關係十(新增)
String = 60826,此乃吾主一番心意，請#b04#大人笑納。
String = 60827,吾主特遣在下致贈薄禮一份，望#b04#大人不棄。
String = 60828,在下奉吾主之命，贈禮與#b04#大人，敬請笑納。
String = 60829,此禮代表吾主心意，還望#b04#大人笑納。
String = 60830,吾奉#a04#大人之命前來贈禮，請笑納。
String = 60831,此乃吾主一番心意，請#b04#大人笑納。
String = 60832,吾主特遣在下致贈薄禮一份，望#b04#大人不棄。
String = 60833,在下奉吾主之命，贈禮與#b04#大人，敬請笑納。
String = 60834,此禮代表吾主心意，還望#b04#大人笑納。
String = 60835,吾奉#a04#大人之命前來贈禮，請笑納。
String = 60836,此乃吾主一番心意，請#b04#大人笑納。
String = 60837,吾主特遣在下致贈薄禮一份，望#b04#大人不棄。
String = 60838,在下奉吾主之命，贈禮與#b04#大人，敬請笑納。
String = 60839,此禮代表吾主心意，還望#b04#大人笑納。
String = 60840,吾奉#a04#大人之命前來贈禮，請笑納。
String = 60841,吾人非是貪財之輩，只是#b05#大人盛意拳拳，拒人於千里之外未免不近人情。
String = 60842,既然#b04#大人如此盛情，在下只好勉為其難、收下這份大禮。
String = 60843,#b04#大人如此客氣，在下恭敬不如從命。
String = 60844,#b04#大人的厚禮，在下拜領，多謝！多謝！
String = 60845,此禮甚佳，多謝#b05#大人美意！
String = 60846,國家大事重於人情義理，#b04#大人送禮只是徒費心機罷了。
String = 60847,逐鹿中原的王者之爭，豈是送份禮物就能夠改變？
String = 60848,我們之間的問題不是一點禮物就有辦法解決的。
String = 60849,莫要誤會，收此薄禮，只是給你幾分面子而已。
String = 60850,此禮我暫且收下，算是給#b04#大人一個面子！
String = 60851,大丈夫行事應該光明磊落，送禮行賄只是讓人看輕#b04#大人而已。
String = 60852,常言道：「禮多必詐」，我看#b04#大人是想要乘機進攻吧？
String = 60853,現在才想套關係不嫌太晚嗎？
String = 60854,#b04#當我是三歲娃兒，給點好處就能收買嗎？
String = 60855,這些贈禮我就暫且收下，以免將來不知道拿什麼給閣下陪葬。
String = 60856,我軍#a02#贖回失敗
String = 60857,我軍贖回武將#a02#。
String = 60858,#a03#深信我軍必來相救，今日果然得脫牢籠。
String = 60859,蒙我軍弟兄相救，#a03#必不敢忘。
String = 60860,#a03#苦候今日已久，我軍果然前來營救。
String = 60861,#a03#全賴我軍弟兄相救，方得脫險，實在感激不盡。
String = 60862,#a03#敗戰遭俘，若非我軍弟兄前來相救，實不知下場如何。
String = 60863,#b04#拒絕接見。
String = 60864,吾主特遣#a03#前來相商，請#b02#大人撥空接見。
String = 60865,#a03#奉吾主之命前來相商，望#b02#大人接見。
String = 60866,#a03#受吾主之命，特來商議兩軍情勢，請#b02#大人賜見。
String = 60867,#a03#特來議論天下大事，，請#b02#大人賜見。
String = 60868,吾奉#a04#大人之命前來傳達我軍善意，望#b02#大人接見。
String = 60869,霸權之爭豈是三言兩語所能化解？#b04#何苦自取其辱。
String = 60870,#a03#聽夠令主的空話了，#b02#大人請回。
String = 60871,我們之間無話可說，#b02#大人請回吧！
String = 60872,道不同、不相為謀，#b02#多言無益。
String = 60873,空逞口舌、無濟於事，#b02#大人請回。
String = 60874,#b04#願意接見。
String = 60875,吾主欲與#b02#大人共圖天下大計，不知意下如何？
String = 60876,#b02#大人如與吾主為友，平分江山指日可待，請您仔細參詳。
String = 60877,吾主#a04#大人盼兩軍友好、共圖天下，不知閣下願意否？
String = 60878,吾主與#b02#大人皆天下豪傑也，如能團結一致豈不大好？
String = 60879,吾主向來敬重#b02#大人，若兩軍友好，當可一同稱霸天下，不知大人以為如何？
String = 60880,吾主欲與#b02#大人共圖天下大計，不知意下如何？
String = 60881,#b02#大人如與吾主為友，平分江山指日可待，請您仔細參詳。
String = 60882,吾主#a04#大人盼兩軍友好、共圖天下，不知閣下願意否？
String = 60883,吾主與#b02#大人皆天下豪傑也，如能團結一致豈不大好？
String = 60884,吾主向來敬重#b02#大人，若兩軍友好，當可一同稱霸天下，不知大人以為如何？
String = 60885,吾主欲與#b02#大人共圖天下大計，不知意下如何？
String = 60886,#b02#大人如與吾主為友，平分江山指日可待，請您仔細參詳。
String = 60887,吾主#a04#大人盼兩軍友好、共圖天下，不知閣下願意否？
String = 60888,吾主與#b02#大人皆天下豪傑也，如能團結一致豈不大好？
String = 60889,吾主向來敬重#b02#大人，若兩軍友好，當可一同稱霸天下，不知大人以為如何？
String = 60890,#b02#之言與#a03#所想不謀而合，兩軍正該同聲一氣。
String = 60891,#b03#之所言字字珠璣，#a03#受教了。
String = 60892,#b03#大人一語驚醒夢中人，你我兩軍正是脣齒相依。
String = 60893,#b03#言之有理，你我兩軍該多多合作才是。
String = 60894,#b03#言之有理，多一個朋友就是少一個敵人。
String = 60895,#b02#多言無用，#a03#的心思非是他人所能左右。
String = 60896,#a02#自有主張，#b03#恐怕是多費唇舌了。
String = 60897,花言巧語休想動搖我心意。
String = 60898,#b03#之言，吾會好生思量。
String = 60899,#a03#非是意志不堅之人，汝之提議吾自會斟酌。
String = 60900,巧言令色只是徒增#a03#厭惡罷了。
String = 60901,現在派人前來說項，#b04#莫非膽怯了？
String = 60902,庸人愚見，簡直一派胡言！
String = 60903,無知小輩也敢巧言欺我？莫再多言！
String = 60904,多言無益，汝等絕非真心結交！
String = 60905,釋放我軍武將%s。
String = 60906,%s深信我軍必來相救，今日果然得脫牢籠。
String = 60907,蒙我軍弟兄相救，%s必不敢忘。
String = 60908,%s苦候今日已久，我軍果然前來營救。
String = 60909,%s全賴我軍弟兄冒死相救，方得脫險，實在感激不盡。
String = 60910,%s敗戰遭俘，若非我軍弟兄前來相救，實不知下場如何。
String = 61000,我軍
String = 61001,獲得
String = 61002,軍團遭遇山賊。
String = 61003,前方山賊攔路！！是否進行討伐？
String = 61004,山賊願受招安，歸降我軍。
String = 61005,小人仰慕將軍已久，今日有幸相見，願率一干弟兄為將軍兵卒，效犬馬之勞。
String = 61006,在下久仰將軍威名，願與同寨弟兄入伍從軍，望將軍不棄。
String = 61007,吾等落草為寇乃迫不得已，望將軍收編，吾等必效死力。
String = 61008,軍團與山賊展開戰鬥。
String = 61009,留下身家錙重，可免狗頭落地。
String = 61010,識相的交出金銀珠寶，否則別怪大爺們不客氣。
String = 61011,要由此路過，留下買路財。
String = 61012,我軍收編山賊兵力。
String = 61013,各部隊兵力增加
String = 61014,吾等必肝腦塗地，以報將軍大恩。
String = 61015,多謝將軍收容，吾等必不負將軍期望。
String = 61016,將軍大恩大德，吾等沒齒難忘。
String = 61017,軍團與山賊展開戰鬥。
String = 61018,原來將軍器量如此狹小，看來只好兵戎相見。
String = 61019,既然將軍看不起我們，只好戰場上見真章了。
String = 61020,辜負吾等一番心意，必要你付出代價。
String = 61021,不給點苦頭吃吃，你是不會乖乖把錢吐出來的。
