[STRING]
String = 12000,建物名
String = 14354,冥府宝珠
String = 14355,命疗石
String = 14356,活疗宝珠
String = 14357,回天石
String = 14358,活天宝珠
String = 14359,天灵镜
String = 14360,地灵镜
String = 14361,东岳之土
String = 14362,浮雷术诀
String = 14363,浮雷秘法书
String = 14364,恶鬼盾
String = 14365,鬼王盾
String = 14366,麒麟金角
String = 14367,青龙逆鳞
String = 14368,玄武灵壳
String = 14369,白虎银牙
String = 14370,朱雀炎羽
String = 14371,人形纸符
String = 14372,人皮傀儡
String = 14373,土遁卷轴
String = 14374,暗杀卷轴
String = 14375,雷火卷轴
String = 14376,赤鬼卷轴
String = 14377,苦无卷轴
String = 14378,风魔卷轴
String = 14379,血剑诀
String = 14380,血剑秘录
String = 14381,天剑诀
String = 14382,天剑秘录
String = 14383,地龙珠
String = 14384,地龙旗
String = 14385,火龙珠
String = 14386,火龙旗
String = 14387,水龙珠
String = 14388,水龙旗
String = 14389,风龙珠
String = 14390,风龙旗
String = 14391,龙牙机关
String = 14392,龙牙解构图
String = 14393,神锤诀
String = 14394,神锤秘录
String = 14395,邪刃诀
String = 14396,邪刃秘录
String = 14397,祈禳术诀
String = 14398,祈禳秘法书
String = 14399,挪移术诀
String = 14400,挪移秘法书
String = 14401,化气术诀
String = 14402,移气秘法书
String = 14403,机铁神鹰图
String = 14404,幽冥军旗
String = 14405,妖狐裘
String = 14406,木尸偶
String = 14407,虎王牙炼
String = 14408,机铁异龙图
String = 14409,机铁炎凰图
String = 14410,火鬼葫芦
String = 14411,饕餮凶颅
String = 14412,机铁螭虎图
String = 14413,机铁狻猊图
String = 14414,太阳幡
String = 14415,太阴幡
String = 14416,雷雨幡
String = 14417,飞雪幡
String = 14418,炼气炉
String = 14419,化气炉
String = 14420,先攻要诀
String = 14421,先攻战术
String = 14422,天时战术
String = 14423,地利战术
String = 14424,人和战术
String = 14425,御赐战鼓
String = 14426,毒舌心得
String = 14427,海螺号角
String = 14428,楚歌曲谱
String = 14429,破甲要诀
String = 14430,防御要诀
String = 14431,障碍要诀
String = 14432,行军要诀
String = 14433,暴君之首
String = 14434,蚩尤之首
String = 14435,霸王之首
String = 14436,传国玉玺
String = 14437,断路要诀
String = 14438,撤退要诀
String = 14439,鹿角要诀
String = 14440,鹿角战术
String = 14441,鹿角秘典
String = 14442,地雷要诀
String = 14443,地雷战术
String = 14444,地雷秘典
String = 14445,地钉忍法帖
String = 14446,地钉秘忍书
String = 14447,地钉里奥义
String = 14448,埋伏战术
String = 14449,埋伏秘典
String = 14450,援军战术
String = 14451,援军秘典
String = 14452,唤尸符
String = 14453,唤尸令
String = 14454,封技战术
String = 14455,封技秘典
String = 14456,饕餮之牙
String = 14457,饕餮之骨
String = 14458,饕餮之角
String = 14459,太平要术
String = 14460,遁甲天书
String = 14461,甩手短箭
String = 14462,经验宝珠
String = 14463,策反要诀
String = 14464,抚军要诀
String = 14465,石墙图卷
String = 14466,拒马图卷
String = 14467,铁盾图卷
String = 14468,破阵要诀
String = 14469,回春石
String = 14470,回春晶石
String = 14471,气疗珠
String = 14472,气疗宝珠
String = 14473,气疗金珠
String = 14474,通天镜
String = 14475,遮天帆
String = 14476,无我明镜
String = 14477,无极乾坤图
String = 14478,猛火要诀
String = 14479,猛火秘典
String = 14480,缩地要诀
String = 14481,缩地秘典
String = 14482,暗雷要诀
String = 14483,暗雷秘典
String = 14484,潜地忍法帖
String = 14485,潜地里奥义
String = 14486,侦查要诀
String = 14487,清野要诀
String = 14488,绝地镜
String = 14489,掩地帆
String = 14490,匿踪战术
String = 14491,飞火天灯
String = 14492,伪造官印
String = 14493,军令状
String = 14494,工事要诀
String = 14495,工事秘典
String = 14496,破墙要诀
String = 14497,破墙秘典
String = 14498,冲锤概要
String = 14499,冲锤总论
String = 14500,战车概要
String = 14501,战车总论
String = 14502,掷雷概要
String = 14503,掷雷总论
String = 14504,火铳概要
String = 14505,火铳总论
String = 14506,炮车概要
String = 14507,炮车总论
String = 14508,盾牌概要
String = 14509,盾牌总论
String = 14510,锹䦆概要
String = 14511,锹䦆总论
String = 14512,铁豹机关
String = 14513,铁豹结构图
String = 14514,铜人机关
String = 14515,铜人结构图
String = 14516,铁车机关
String = 14517,铁车结构图
String = 14518,冲阵破解书
String = 14519,冲阵扫荡册
String = 14520,截天机关
String = 14521,截天结构图
String = 14522,霹雳机关
String = 14523,霹雳结构图
String = 14524,八宝灵灯
String = 14525,甘露宝瓶
String = 14526,九锡宝器
String = 14527,一品紫金冠
String = 14528,狮蛮宝带
String = 14529,军师授印
String = 14530,兽面铁甲
String = 14531,铁骷髅
String = 14532,艾草香囊
String = 14533,冷箭
String = 14534,短戟
String = 14535,铜锤
String = 14536,飞刀
String = 14537,手里剑
String = 14538,养生节录
String = 14539,静思心得
String = 14540,翔鹰羽
String = 14541,恶狼牙
String = 14542,猛牛角
String = 14543,虎面具
String = 14544,豹皮腕
String = 14545,熊骨饰
String = 14546,童子御守
String = 14547,姬御守
String = 14548,犬神玉
String = 14549,机铁木牛
String = 14550,机铁流马
String = 14551,稻草人偶
String = 14552,机铁兵令
String = 14553,攻城方略
String = 14554,强袭方略
String = 14555,防御方略
String = 14556,蒙冲船
String = 14557,行军方略
String = 14558,六韬兵书
String = 14559,真龙玄印
String = 14560,青囊书
String = 14561,机铁秘术
String = 14562,真机铁秘术
String = 14563,北斗天浆
String = 14564,玉屑金丹
String = 14565,薤叶芸香
String = 14566,琼浆玉液
String = 14567,金珠
String = 14568,无暇玉壁
String = 14569,龙纹白玉
String = 14570,四灵宝镜
String = 14571,银巨剑
String = 14572,黑巨剑
String = 14573,金巨剑
String = 14574,破城锤
String = 14575,黄金破城锤
String = 14576,邪刃
String = 14577,血红邪刃
String = 14578,UJ好人卡
String = 14579,尖牙鬼虎武器
String = 14580,青鳞水妖武器
String = 14581,大花豹武器
String = 14582,噬人巨熊武器
String = 14583,金甲妖龙武器
String = 14584,白狼王武器
String = 14585,血焰火蚁武器
String = 14586,先秦尸将武器
String = 14587,赤夜叉武器
String = 14588,鬼面蜘蛛武器
String = 14589,青罗刹武器
String = 14590,巨雪熊武器
String = 14591,太岁武器
String = 14592,赤蟒武器
String = 14593,黑玉妖蟒武器
String = 14594,流氓头子武器
String = 14595,沙漠土匪武器
String = 14596,土霸王武器
String = 14597,山贼王武器
String = 14598,海贼王武器
String = 14599,海贼杀手武器
String = 14600,海贼头目武器
String = 14601,山贼斧王武器
String = 14602,刀锋女煞武器
String = 14603,恶棍头头武器
String = 14604,沙漠贼王武器
String = 14605,女贼首领武器
String = 14606,山贼头子武器
String = 14607,山贼强人武器
String = 14608,蒙面大盗武器
String = 14609,鬼王董卓武器
String = 14610,祝公道武器
String = 14611,段浪武器
String = 14612,萧刃武器
String = 14613,淳于尚武器
String = 14614,卜虎武器
String = 14615,紫衣武器
String = 14616,钢剑锻造书
String = 14617,不攻锻造书
String = 14618,戟刀锻造书
String = 14619,双刃刀锻造书
String = 14620,玄铁剑锻造书
String = 14621,斩岩剑锻造书
String = 14622,明昭锻造书
String = 14623,血刃锻造书
String = 14624,邪月锻造书
String = 14625,湛卢锻造书
String = 14626,莫邪锻造书
String = 14627,青玉扇锻造书
String = 14628,劈风扇锻造书
String = 14629,剑翎扇锻造书
String = 14630,幻羽扇锻造书
String = 14631,五光扇锻造书
String = 14632,噬血扇锻造书
String = 14633,天罡扇锻造书
String = 14634,幽冥扇锻造书
String = 14635,玄冰扇锻造书
String = 14636,真火扇锻造书
String = 14637,大砍刀锻造书
String = 14638,武斩刀锻造书
String = 14639,精铁偃月刀锻造书
String = 14640,劈山斧锻造书
String = 14641,八卦刀锻造书
String = 14642,焰斩刀锻造书
String = 14643,干将锻造书
String = 14644,毒龙锻造书
String = 14645,魂咬锻造书
String = 14646,雷斩刀锻造书
String = 14647,太阿锻造书
String = 14648,赤霄锻造书
String = 14649,点睛锻造书
String = 14650,灼针锻造书
String = 14651,冰芒锻造书
String = 14652,双刃戟锻造书
String = 14653,蒺藜枪锻造书
String = 14654,真钢枪锻造书
String = 14655,锦牙枪锻造书
String = 14656,蛇尖枪锻造书
String = 14657,虎胆枪锻造书
String = 14658,天羽凤凰枪锻造书
String = 14659,震雷青龙戟锻造书
String = 14660,铁弓锻造书
String = 14661,精钢弓锻造书
String = 14662,绝音弓锻造书
String = 14663,追星锻造书
String = 14664,连环弓锻造书
String = 14665,落月锻造书
String = 14666,射魄锻造书
String = 14667,惊雷锻造书
String = 14668,机铁火神弓锻造书
String = 14669,孔雀刺锻造书
String = 14670,精钢双戟锻造书
String = 14671,鸳鸯圈锻造书
String = 14672,乾坤圈锻造书
String = 14673,凤凰锤锻造书
String = 14674,两仪剑锻造书
String = 14675,铁
String = 14676,钢
String = 14677,百炼钢
String = 14678,精钢
String = 14679,神铁
String = 14680,青铜
String = 14681,流星铁
String = 14682,火珠
String = 14683,水珠
String = 14684,仙珠
String = 14685,妖珠
String = 14686,青玉石
String = 14687,朱红石
String = 14688,黄晶石
String = 14689,紫光石
String = 14690,水妖血
String = 14691,火妖牙
String = 14692,龙骨
String = 14693,龙鳞
String = 14694,龙纹玉璧
String = 14695,阴阳玉
String = 14696,玄铁
String = 14697,百年玄铁
String = 14698,千年玄铁
String = 14699,乌钢
String = 14700,百年乌钢
String = 14701,千年乌钢
String = 14702,血晶
String = 14703,九天玄铁
String = 14704,绝地乌钢
String = 14705,夜叉角
String = 14706,百斩钢
String = 14707,穿玉
String = 14708,碎玉
String = 14709,力石
String = 14710,心石
String = 14711,魂石
String = 14712,杀气石
String = 14713,钢剑
String = 14714,不攻
String = 14715,戟刀
String = 14716,双刃刀
String = 14717,玄铁剑
String = 14718,斩岩剑
String = 14719,明昭
String = 14720,血刃
String = 14721,邪月
String = 14722,湛卢
String = 14723,莫邪
String = 14724,青玉扇
String = 14725,劈风扇
String = 14726,剑翎扇
String = 14727,幻羽扇
String = 14728,五光扇
String = 14729,噬血扇
String = 14730,天罡扇
String = 14731,幽冥扇
String = 14732,玄冰扇
String = 14733,真火扇
String = 14734,大砍刀
String = 14735,武斩刀
String = 14736,精铁偃月刀
String = 14737,劈山斧
String = 14738,八极刀
String = 14739,焰斩刀
String = 14740,干将
String = 14741,毒龙
String = 14742,魂咬
String = 14743,雷斩刀
String = 14744,太阿
String = 14745,赤霄
String = 14746,点睛
String = 14747,灼针
String = 14748,冰芒
String = 14749,双刃戟
String = 14750,蒺藜枪
String = 14751,真钢枪
String = 14752,锦牙枪
String = 14753,蛇尖枪
String = 14754,虎胆枪
String = 14755,天羽凤凰枪
String = 14756,震雷青龙戟
String = 14757,铁弓
String = 14758,精钢弓
String = 14759,绝音弓
String = 14760,追星
String = 14761,连环弓
String = 14762,落月
String = 14763,射魄
String = 14764,黄忠弓
String = 14765,惊雷
String = 14766,机铁火神弓
String = 14767,孔雀刺
String = 14768,精钢双戟
String = 14769,鸳鸯圈
String = 14770,乾坤圈
String = 14771,凤凰锤
String = 14772,两仪剑
String = 14773,鱼肠
String = 14774,苍天帝剑
String = 14775,黄帝剑
String = 14776,追潮
String = 14777,天羽斩
String = 14778,伪帝剑
String = 14779,黯噬
String = 14780,蚀魂
String = 14781,五光宝扇
String = 14782,炼狱魔刀
String = 14783,铃鼓
String = 14784,泰山府君杖
String = 14785,奥汀多赖把
String = 14786,冻血刀
String = 14787,冻血魔刀
String = 14788,冻血封狱刀
String = 14789,冻血灭狱刀
String = 14790,祝融弓
String = 14791,祝融烈火弓
String = 14792,祝融极火弓
String = 14793,祝融焚天弓
String = 14794,芭蕉扇
String = 14795,芭蕉飓风扇
String = 14796,芭蕉龙卷扇
String = 14797,芭蕉真空扇
String = 14798,雷电枪
String = 14799,雷霆电闪枪
String = 14800,霹雳雷电枪
String = 14801,轰天雷霆枪
String = 14802,UJ玩具槌
String = 15000,完整版物品说明
String = 15001,仙人用来控制机关木人的法器，可使用木人。
String = 15002,仙人操纵死尸时所用的符咒，可使用尸兵。
String = 15003,授予特殊任务时所用的机密文书，可使用忍者。
String = 15004,象征倭国朝廷权威的信物，可使用浪人。
String = 15005,匈奴族的特殊兵符，可使用刀车兵。
String = 15006,匈奴族的特殊兵符，可使用链球兵。
String = 15007,大汉朝廷授予武将的兵符，可使用剑兵。
String = 15008,大汉朝廷授予武将的兵符，可使用木槌兵。
String = 15009,南方的特殊兵符，可使用水兵。
String = 15010,北方匈奴号召族人的工具，可使用匈奴兵。
String = 15011,太平道信徒自制的兵符，可使用黄巾兵。
String = 15012,大汉朝廷授予武将的兵符，可使用投石车。
String = 15013,大汉朝廷授予武将的兵符，可使用弩车。
String = 15014,从南蛮地方传来的特殊兵符，可使用野兽兵。
String = 15015,大汉朝廷授予武将的兵符，可使用女兵。
String = 15016,从南蛮地方传来的特殊兵符，可使用蛮兵。
String = 15017,大汉朝廷授予武将的兵符，可使用轻骑兵。
